万得代码,交易所代码,自然日,时间,成交编号,成交代码,委托代码,BS标志,成交价格,成交数量,叫卖序号,叫买序号
688001.SH,688001,20220812,100021910,888435,,,S,371700,147,1585604,1576083
688001.SH,688001,20220812,100023050,888667,,,B,372200,200,1582674,1585994
688001.SH,688001,20220812,100023280,888707,,,S,372200,243,1586071,1585994
688001.SH,688001,20220812,100024750,889372,,,S,372200,400,1586867,1585994
688001.SH,688001,20220812,100024750,889373,,,S,372200,157,1586868,1585994
688001.SH,688001,20220812,100044760,895256,,,B,372100,690,1589725,1597018
688001.SH,688001,20220812,100044940,895302,,,S,372100,200,1597072,1597018
688001.SH,688001,20220812,100044940,895303,,,S,372100,110,1597073,1597018
688001.SH,688001,20220812,100044940,895304,,,S,372100,90,1597073,1597062
688001.SH,688001,20220812,100044960,895309,,,S,372100,110,1597082,1597062
688001.SH,688001,20220812,100050910,897058,,,S,371800,200,1600077,1597300
688001.SH,688001,20220812,100051850,897474,,,B,372000,200,1598806,1600726
688001.SH,688001,20220812,100108510,905884,,,B,372300,200,1582216,1610703
688001.SH,688001,20220812,100108760,905989,,,B,372300,200,1582216,1610852
688001.SH,688001,20220812,100108780,905996,,,B,372300,200,1582442,1610862
688001.SH,688001,20220812,100108960,906048,,,B,372300,197,1582442,1610971
688001.SH,688001,20220812,100115880,908116,,,B,373000,700,1535881,1614727
688001.SH,688001,20220812,100117050,908416,,,S,373000,200,1615263,1614727
688001.SH,688001,20220812,100117640,908703,,,S,373000,100,1615575,1614727
688001.SH,688001,20220812,100127960,911552,,,B,373400,400,1615409,1620452
688001.SH,688001,20220812,100127960,911553,,,B,373400,400,1615471,1620452
688001.SH,688001,20220812,100127960,911554,,,B,373400,400,1615494,1620452
688001.SH,688001,20220812,100127960,911555,,,B,373400,400,1615586,1620452
688001.SH,688001,20220812,100127960,911556,,,B,373500,400,1615124,1620452
688001.SH,688001,20220812,100127960,911557,,,B,373500,400,1615209,1620452
688001.SH,688001,20220812,100127960,911558,,,B,373500,400,1615240,1620452
688001.SH,688001,20220812,100127960,911559,,,B,373500,400,1615278,1620452
688001.SH,688001,20220812,100127960,911560,,,B,373500,400,1615334,1620452
688001.SH,688001,20220812,100127960,911561,,,B,373600,400,1614983,1620452
688001.SH,688001,20220812,100127960,911562,,,B,373600,400,1615027,1620452
688001.SH,688001,20220812,100127960,911563,,,B,373600,400,1615078,1620452
688001.SH,688001,20220812,100135110,914273,,,B,373700,200,1436903,1624635
688001.SH,688001,20220812,100137500,915192,,,B,373700,215,1436903,1626106
688001.SH,688001,20220812,100216100,927782,,,S,373700,85,1646232,1626106
688001.SH,688001,20220812,100216100,927783,,,S,373700,130,1646232,1626950
688001.SH,688001,20220812,100224310,930318,,,B,374200,577,1649056,1650010
688001.SH,688001,20220812,100224310,930319,,,B,374300,795,1648082,1650010
688001.SH,688001,20220812,100224310,930320,,,B,374400,200,1646021,1650010
688001.SH,688001,20220812,100224310,930321,,,B,374500,200,1643988,1650010
688001.SH,688001,20220812,100224310,930322,,,B,374600,308,1643773,1650010
688001.SH,688001,20220812,100224310,930323,,,B,374700,1000,1483194,1650010
688001.SH,688001,20220812,100224310,930324,,,B,374700,200,1637648,1650010
688001.SH,688001,20220812,100224310,930325,,,B,374700,200,1641204,1650010
688001.SH,688001,20220812,100224310,930326,,,B,375000,200,1372294,1650010
688001.SH,688001,20220812,100224550,930380,,,S,375000,5600,1650174,1650010
688001.SH,688001,20220812,100224670,930432,,,S,375000,400,1650256,1650010
688001.SH,688001,20220812,100224710,930461,,,S,375000,200,1650283,1650010
688001.SH,688001,20220812,100224720,930462,,,S,375000,120,1650286,1650010
688001.SH,688001,20220812,100230590,931795,,,B,374500,200,1650663,1652805
688001.SH,688001,20220812,100234100,932757,,,S,374500,200,1654540,1653141
688001.SH,688001,20220812,100234650,932856,,,S,374500,200,1654776,1654305
688001.SH,688001,20220812,100239700,934362,,,S,374400,200,1657075,1654329
688001.SH,688001,20220812,100307680,941832,,,B,374500,200,1654776,1670131
688001.SH,688001,20220812,100307840,941861,,,S,374400,248,1670188,1668944
688001.SH,688001,20220812,100324000,947341,,,S,374300,200,1677996,1670243
688001.SH,688001,20220812,100325330,948037,,,S,374200,200,1678931,1665156
688001.SH,688001,20220812,100327040,948571,,,S,374200,200,1679698,1668756
688001.SH,688001,20220812,100330530,949727,,,S,374100,200,1681462,1668757
688001.SH,688001,20220812,100348770,954219,,,S,374000,200,1689456,1664803
688001.SH,688001,20220812,100355790,956692,,,S,373900,244,1693169,1658183
688001.SH,688001,20220812,100355790,956693,,,S,373900,178,1693169,1659449
688001.SH,688001,20220812,100358800,957575,,,B,374000,691,1689456,1694595
688001.SH,688001,20220812,100358920,957614,,,B,374000,206,1689456,1694641
688001.SH,688001,20220812,100359210,957648,,,B,374000,492,1689456,1694723
688001.SH,688001,20220812,100359630,957706,,,B,374000,411,1689456,1694889
688001.SH,688001,20220812,100400940,958298,,,B,374200,200,1681591,1695814
688001.SH,688001,20220812,100403840,958976,,,S,374200,498,1697074,1695814
688001.SH,688001,20220812,100403840,958977,,,S,374000,200,1697074,1695319
688001.SH,688001,20220812,100403840,958978,,,S,373900,22,1697074,1659449
688001.SH,688001,20220812,100403840,958979,,,S,373900,200,1697074,1693222
688001.SH,688001,20220812,100404370,959079,,,B,373900,80,1697074,1697302
688001.SH,688001,20220812,100404370,959080,,,B,373900,200,1697287,1697302
688001.SH,688001,20220812,100407100,959947,,,S,374300,418,1698697,1698001
688001.SH,688001,20220812,100451480,969484,,,S,374200,200,1715060,1697512
688001.SH,688001,20220812,100451680,969515,,,S,374100,200,1715121,1697522
688001.SH,688001,20220812,100452930,969686,,,S,373900,200,1715567,1697435
688001.SH,688001,20220812,100452930,969687,,,S,373900,39,1715568,1697435
688001.SH,688001,20220812,100452930,969688,,,S,373900,161,1715568,1697436
688001.SH,688001,20220812,100454520,969995,,,S,373900,39,1716069,1697436
688001.SH,688001,20220812,100454520,969996,,,S,373900,161,1716069,1697509
688001.SH,688001,20220812,100508490,973115,,,S,373800,200,1721268,1651643
688001.SH,688001,20220812,100510600,973803,,,S,373700,70,1722278,1626950
688001.SH,688001,20220812,100510600,973804,,,S,373700,480,1722278,1652193
688001.SH,688001,20220812,100511480,974012,,,S,373700,201,1722632,1652193
688001.SH,688001,20220812,100511760,974038,,,S,373700,219,1722723,1652193
688001.SH,688001,20220812,100511760,974039,,,S,373700,160,1722723,1652617
688001.SH,688001,20220812,100511760,974040,,,S,373700,437,1722724,1652617
688001.SH,688001,20220812,100511760,974041,,,S,373700,200,1722725,1652617
688001.SH,688001,20220812,100511760,974042,,,S,373700,437,1722726,1652617
688001.SH,688001,20220812,100511830,974052,,,S,373700,200,1722749,1652617
688001.SH,688001,20220812,100511830,974053,,,S,373700,291,1722750,1652617
688001.SH,688001,20220812,100511860,974055,,,S,373700,218,1722766,1652617
688001.SH,688001,20220812,100511860,974056,,,S,373700,316,1722767,1652617
688001.SH,688001,20220812,100513610,974659,,,S,373700,200,1723986,1652617
688001.SH,688001,20220812,100513610,974660,,,S,373700,41,1723987,1652617
688001.SH,688001,20220812,100513610,974661,,,S,373700,159,1723987,1658179
688001.SH,688001,20220812,100513610,974662,,,S,373700,41,1723988,1658179
688001.SH,688001,20220812,100513880,974709,,,S,373600,200,1724091,1620452
688001.SH,688001,20220812,100516590,975541,,,S,373600,328,1725412,1620452
688001.SH,688001,20220812,100516590,975542,,,S,373600,367,1725414,1620452
688001.SH,688001,20220812,100516590,975543,,,S,373600,230,1725415,1620452
688001.SH,688001,20220812,100516690,975598,,,S,373600,224,1725460,1620452
688001.SH,688001,20220812,100516800,975620,,,S,373600,8851,1725491,1620452
688001.SH,688001,20220812,100517020,975661,,,S,373400,200,1725562,1620863
688001.SH,688001,20220812,100517050,975667,,,S,373400,200,1725574,1620863
688001.SH,688001,20220812,100517080,975679,,,S,373400,200,1725591,1620863
688001.SH,688001,20220812,100517390,975768,,,S,373400,200,1725732,1620863
688001.SH,688001,20220812,100517860,975963,,,S,373400,200,1726009,1620863
688001.SH,688001,20220812,100518710,976362,,,S,373400,39,1726627,1620863
688001.SH,688001,20220812,100522850,977578,,,B,373200,200,1727059,1728485
688001.SH,688001,20220812,100526390,978217,,,B,373400,200,1726842,1729776
688001.SH,688001,20220812,100532350,980074,,,S,373500,473,1732567,1730886
688001.SH,688001,20220812,100532350,980075,,,S,373500,212,1732567,1730900
688001.SH,688001,20220812,100532350,980076,,,S,373500,217,1732567,1730966
688001.SH,688001,20220812,100532350,980077,,,S,373500,256,1732567,1731020
688001.SH,688001,20220812,100532350,980078,,,S,373500,200,1732567,1731036
688001.SH,688001,20220812,100532350,980079,,,S,373400,67,1732567,1729776
688001.SH,688001,20220812,100532350,980080,,,S,373400,210,1732567,1729811
688001.SH,688001,20220812,100532350,980081,,,S,373400,443,1732567,1729880
688001.SH,688001,20220812,100532350,980082,,,S,373400,200,1732567,1729931
688001.SH,688001,20220812,100532350,980083,,,S,373300,204,1732567,1729851
688001.SH,688001,20220812,100532350,980084,,,S,373300,200,1732567,1730000
688001.SH,688001,20220812,100532350,980085,,,S,373300,200,1732567,1730037
688001.SH,688001,20220812,100532350,980086,,,S,373200,114,1732567,1728485
688001.SH,688001,20220812,100532410,980106,,,B,373200,504,1732567,1732598
688001.SH,688001,20220812,100544670,982942,,,S,373500,243,1737271,1732598
688001.SH,688001,20220812,100544720,982945,,,B,373500,257,1737271,1737281
688001.SH,688001,20220812,100552550,984915,,,S,373600,283,1740484,1737320
688001.SH,688001,20220812,100626470,994057,,,S,372800,279,1754910,1745750
688001.SH,688001,20220812,100627480,994256,,,S,372700,212,1755241,1737315
688001.SH,688001,20220812,100627480,994257,,,S,372700,203,1755241,1737353
688001.SH,688001,20220812,100627480,994258,,,S,372600,264,1755241,1727336
688001.SH,688001,20220812,100627480,994259,,,S,372600,111,1755241,1727354
688001.SH,688001,20220812,100630620,995034,,,S,372600,162,1756513,1727354
688001.SH,688001,20220812,100630620,995035,,,S,372600,38,1756513,1727438
688001.SH,688001,20220812,100633340,995634,,,S,372600,162,1757421,1727438
688001.SH,688001,20220812,100633340,995635,,,S,372600,290,1757421,1727534
688001.SH,688001,20220812,100633340,995636,,,S,372600,209,1757421,1727716
688001.SH,688001,20220812,100711690,1005598,,,B,372900,200,1765073,1772952
688001.SH,688001,20220812,100711690,1005599,,,B,372900,209,1767058,1772952
688001.SH,688001,20220812,100714720,1006673,,,B,373000,200,1761837,1774252
688001.SH,688001,20220812,100742350,1013377,,,B,373700,200,1751934,1784529
688001.SH,688001,20220812,100742350,1013378,,,B,373700,200,1751943,1784529
688001.SH,688001,20220812,100742350,1013379,,,B,373700,200,1751975,1784529
688001.SH,688001,20220812,100742500,1013403,,,S,373700,200,1784593,1784529
688001.SH,688001,20220812,100750080,1015288,,,S,373700,100,1787363,1784529
688001.SH,688001,20220812,100807540,1019596,,,B,373500,200,1793944,1794434
688001.SH,688001,20220812,100807540,1019597,,,B,373500,200,1794159,1794434
688001.SH,688001,20220812,100807540,1019598,,,B,373500,200,1794173,1794434
688001.SH,688001,20220812,100807540,1019599,,,B,373600,200,1790211,1794434
688001.SH,688001,20220812,100807540,1019600,,,B,373600,100,1791390,1794434
688001.SH,688001,20220812,100810080,1020212,,,S,372700,200,1795431,1791019
688001.SH,688001,20220812,100810530,1020320,,,S,372700,135,1795627,1791019
688001.SH,688001,20220812,100819050,1022477,,,B,373600,100,1791390,1799158
688001.SH,688001,20220812,100819050,1022478,,,B,373600,200,1791391,1799158
688001.SH,688001,20220812,100819050,1022479,,,B,373600,200,1791403,1799158
688001.SH,688001,20220812,100819050,1022480,,,B,373600,200,1791404,1799158
688001.SH,688001,20220812,100819440,1022570,,,S,373600,200,1799289,1799158
688001.SH,688001,20220812,100826080,1024186,,,S,372700,363,1801690,1791019
688001.SH,688001,20220812,100831110,1025564,,,B,372700,900,1801690,1803942
688001.SH,688001,20220812,100849600,1029755,,,S,373000,200,1810693,1807660
688001.SH,688001,20220812,100858180,1031312,,,S,372700,5816,1813455,1807555
688001.SH,688001,20220812,100858410,1031412,,,S,372400,200,1813522,1611078
688001.SH,688001,20220812,100900000,1031619,,,B,372600,800,1813658,1813926
688001.SH,688001,20220812,100911700,1035146,,,S,372400,69,1818992,1611078
688001.SH,688001,20220812,100927720,1039035,,,S,372000,30,1825654,1600726
688001.SH,688001,20220812,100927830,1039055,,,S,372000,114,1825702,1600726
688001.SH,688001,20220812,100927830,1039056,,,S,372000,354,1825702,1601134
688001.SH,688001,20220812,100927830,1039057,,,S,372000,1000,1825702,1621099
688001.SH,688001,20220812,100927830,1039058,,,S,371800,73,1825702,1597300
688001.SH,688001,20220812,100928530,1039228,,,B,371800,203,1825702,1825923
688001.SH,688001,20220812,100928560,1039231,,,B,371800,682,1825702,1825930
688001.SH,688001,20220812,100928730,1039252,,,B,371800,200,1825702,1825971
688001.SH,688001,20220812,100929460,1039369,,,B,371800,400,1825702,1826177
688001.SH,688001,20220812,100929520,1039388,,,B,371800,200,1825702,1826208
688001.SH,688001,20220812,100930490,1039603,,,B,371800,200,1825702,1826636
688001.SH,688001,20220812,100930980,1039745,,,B,371800,400,1825702,1826851
688001.SH,688001,20220812,100932480,1040098,,,B,371800,118,1825702,1827358
688001.SH,688001,20220812,100935200,1041060,,,B,372400,272,1818992,1828647
688001.SH,688001,20220812,100935290,1041143,,,B,372400,259,1818992,1828725
688001.SH,688001,20220812,100941110,1043029,,,B,372600,581,1813658,1831597
688001.SH,688001,20220812,100948190,1044962,,,S,372400,439,1834543,1828725
688001.SH,688001,20220812,100953810,1046684,,,S,371800,200,1836969,1827785
688001.SH,688001,20220812,101003190,1049425,,,S,371800,401,1841123,1828102
688001.SH,688001,20220812,101003190,1049426,,,S,371800,200,1841123,1834977
688001.SH,688001,20220812,101006310,1050519,,,B,371800,200,1841123,1842849
688001.SH,688001,20220812,101006390,1050545,,,B,371800,200,1841123,1842903
688001.SH,688001,20220812,101008640,1051188,,,S,371700,181,1843963,1576083
688001.SH,688001,20220812,101008640,1051189,,,S,371700,359,1843963,1577217
688001.SH,688001,20220812,101015210,1053067,,,B,371600,200,1843963,1847486
688001.SH,688001,20220812,101015280,1053087,,,B,371600,200,1843963,1847560
688001.SH,688001,20220812,101015280,1053088,,,B,371600,60,1843963,1847561
688001.SH,688001,20220812,101019260,1054186,,,S,371600,340,1849525,1847561
688001.SH,688001,20220812,101019260,1054187,,,S,371600,200,1849525,1847631
688001.SH,688001,20220812,101021230,1054575,,,B,371600,282,1849525,1850295
688001.SH,688001,20220812,101021260,1054585,,,B,371600,200,1849525,1850330
688001.SH,688001,20220812,101023220,1055149,,,B,371600,200,1849525,1851215
688001.SH,688001,20220812,101024820,1055654,,,S,371500,200,1852015,1556413
688001.SH,688001,20220812,101030060,1056917,,,S,371500,208,1854046,1556413
688001.SH,688001,20220812,101030060,1056918,,,S,371500,200,1854046,1562561
688001.SH,688001,20220812,101030060,1056919,,,S,371500,3092,1854046,1575363
688001.SH,688001,20220812,101034550,1058215,,,S,371500,1108,1856205,1575363
688001.SH,688001,20220812,101034660,1058270,,,S,371400,62,1856232,1531994
688001.SH,688001,20220812,101034660,1058271,,,S,371400,138,1856232,1537658
688001.SH,688001,20220812,101035490,1058436,,,S,371400,201,1856466,1537658
688001.SH,688001,20220812,101035760,1058523,,,S,371400,61,1856549,1537658
688001.SH,688001,20220812,101037630,1058943,,,S,371300,200,1857350,1529797
688001.SH,688001,20220812,101040610,1059523,,,S,371300,200,1858575,1529797
688001.SH,688001,20220812,101041380,1059651,,,S,371300,303,1858834,1529797
688001.SH,688001,20220812,101041380,1059652,,,S,371300,97,1858834,1791999
688001.SH,688001,20220812,101041460,1059660,,,S,371300,260,1858856,1791999
688001.SH,688001,20220812,101041480,1059661,,,S,371300,143,1858864,1791999
688001.SH,688001,20220812,101048870,1061459,,,S,371100,693,1861722,1861284
688001.SH,688001,20220812,101048870,1061460,,,S,371000,200,1861722,1597680
688001.SH,688001,20220812,101048870,1061461,,,S,371000,200,1861722,1610130
688001.SH,688001,20220812,101109870,1066918,,,S,370900,200,1870290,1531920
688001.SH,688001,20220812,101110440,1067009,,,S,370900,200,1870460,1549438
688001.SH,688001,20220812,101110480,1067017,,,S,370900,241,1870475,1549438
688001.SH,688001,20220812,101110610,1067046,,,S,370900,291,1870513,1549438
688001.SH,688001,20220812,101112490,1067390,,,S,370900,200,1871167,1549438
688001.SH,688001,20220812,101115060,1067871,,,B,371000,300,1861722,1871931
688001.SH,688001,20220812,101142010,1074034,,,B,371000,2000,1861722,1881047
688001.SH,688001,20220812,101142260,1074093,,,B,371000,200,1861722,1881141
688001.SH,688001,20220812,101142320,1074114,,,B,371000,400,1861722,1881166
688001.SH,688001,20220812,101142450,1074143,,,B,371000,200,1861722,1881208
688001.SH,688001,20220812,101142450,1074144,,,B,371000,200,1861722,1881209
688001.SH,688001,20220812,101142980,1074281,,,B,371000,200,1861722,1881417
688001.SH,688001,20220812,101143000,1074301,,,B,371000,400,1861722,1881443
688001.SH,688001,20220812,101143000,1074304,,,B,371000,300,1861722,1881446
688001.SH,688001,20220812,101143020,1074305,,,B,371000,200,1861722,1881447
688001.SH,688001,20220812,101143030,1074314,,,B,371000,200,1861722,1881462
688001.SH,688001,20220812,101143380,1074399,,,B,371000,200,1861722,1881589
688001.SH,688001,20220812,101143410,1074403,,,B,371000,400,1861722,1881598
688001.SH,688001,20220812,101143420,1074407,,,B,371000,200,1861722,1881605
688001.SH,688001,20220812,101201970,1077768,,,B,371000,200,1861722,1887546
688001.SH,688001,20220812,101207420,1079164,,,S,370900,1068,1889737,1549438
688001.SH,688001,20220812,101207420,1079165,,,S,370900,677,1889737,1552872
688001.SH,688001,20220812,101207420,1079166,,,S,370900,754,1889737,1558311
688001.SH,688001,20220812,101208540,1079429,,,B,371000,200,1861722,1890148
688001.SH,688001,20220812,101212940,1080898,,,B,371000,200,1861722,1892063
688001.SH,688001,20220812,101213550,1081017,,,B,371000,400,1861722,1892265
688001.SH,688001,20220812,101216800,1081807,,,S,370900,246,1893630,1558311
688001.SH,688001,20220812,101216800,1081808,,,S,370900,1000,1893630,1710818
688001.SH,688001,20220812,101216800,1081809,,,S,370900,254,1893630,1886593
688001.SH,688001,20220812,101224310,1083487,,,B,371000,209,1870758,1895976
688001.SH,688001,20220812,101224310,1083488,,,B,371000,291,1881405,1895976
688001.SH,688001,20220812,101225910,1083799,,,B,371000,200,1885666,1896556
688001.SH,688001,20220812,101228980,1084664,,,S,371100,200,1897761,1896564
688001.SH,688001,20220812,101228980,1084665,,,S,371000,1900,1897761,1896556
688001.SH,688001,20220812,101228980,1084666,,,S,370900,1846,1897761,1886593
688001.SH,688001,20220812,101229290,1084765,,,S,370800,200,1897875,1866652
688001.SH,688001,20220812,101243550,1087455,,,B,371300,182,1858864,1902509
688001.SH,688001,20220812,101245580,1087767,,,S,371300,18,1903094,1902509
688001.SH,688001,20220812,101245580,1087768,,,S,371000,6037,1903094,1902449
688001.SH,688001,20220812,101250070,1088788,,,B,371500,400,1878143,1904584
688001.SH,688001,20220812,101318120,1095590,,,B,372300,200,1906207,1915425
688001.SH,688001,20220812,101318120,1095591,,,B,372300,200,1906208,1915425
688001.SH,688001,20220812,101318120,1095592,,,B,372300,200,1906288,1915425
688001.SH,688001,20220812,101346080,1102996,,,B,372600,77,1813658,1926414
688001.SH,688001,20220812,101346080,1102997,,,B,372600,200,1861664,1926414
688001.SH,688001,20220812,101346080,1102998,,,B,372600,200,1904622,1926414
688001.SH,688001,20220812,101349190,1103844,,,S,372600,23,1927720,1926414
688001.SH,688001,20220812,101351910,1104409,,,B,372500,177,1927720,1928658
688001.SH,688001,20220812,101354070,1104745,,,S,372600,23,1929303,1928658
688001.SH,688001,20220812,101401060,1106138,,,S,371600,200,1931736,1925769
688001.SH,688001,20220812,101414670,1109947,,,S,371500,400,1937228,1904584
688001.SH,688001,20220812,101420340,1111212,,,B,371600,200,1931736,1939328
688001.SH,688001,20220812,101431340,1113421,,,S,371500,1734,1942929,1904584
688001.SH,688001,20220812,101431830,1113488,,,S,371500,70,1943073,1904584
688001.SH,688001,20220812,101513770,1123517,,,S,371100,200,1958900,1957765
688001.SH,688001,20220812,101514490,1123717,,,S,371000,349,1959166,1902449
688001.SH,688001,20220812,101514490,1123718,,,S,371000,537,1959167,1902449
688001.SH,688001,20220812,101514490,1123719,,,S,371000,452,1959168,1902449
688001.SH,688001,20220812,101514490,1123720,,,S,371000,401,1959169,1902449
688001.SH,688001,20220812,101514490,1123721,,,S,371000,298,1959170,1902449
688001.SH,688001,20220812,101514590,1123733,,,S,371000,422,1959193,1902449
688001.SH,688001,20220812,101514690,1123758,,,S,371000,200,1959251,1902449
688001.SH,688001,20220812,101514690,1123759,,,S,371000,200,1959252,1902449
688001.SH,688001,20220812,101514760,1123770,,,S,371000,200,1959283,1902449
688001.SH,688001,20220812,101514760,1123771,,,S,371000,200,1959284,1902449
688001.SH,688001,20220812,101514770,1123773,,,S,371000,200,1959286,1902449
688001.SH,688001,20220812,101514800,1123781,,,S,371000,200,1959294,1902449
688001.SH,688001,20220812,101514800,1123782,,,S,371000,200,1959295,1902449
688001.SH,688001,20220812,101514830,1123785,,,S,371000,200,1959306,1902449
688001.SH,688001,20220812,101515090,1123881,,,S,371000,200,1959516,1902449
688001.SH,688001,20220812,101515090,1123882,,,S,371000,200,1959517,1902449
688001.SH,688001,20220812,101515230,1123930,,,S,371000,200,1959611,1902449
688001.SH,688001,20220812,101515630,1124044,,,S,371000,200,1959918,1902449
688001.SH,688001,20220812,101515630,1124046,,,S,371000,200,1959921,1902449
688001.SH,688001,20220812,101515700,1124058,,,S,371000,200,1959960,1902449
688001.SH,688001,20220812,101516190,1124227,,,S,371000,231,1960109,1902449
688001.SH,688001,20220812,101516190,1124228,,,S,371000,200,1960110,1902449
688001.SH,688001,20220812,101516300,1124304,,,S,371000,373,1960156,1902449
688001.SH,688001,20220812,101516300,1124305,,,S,371000,200,1960157,1902449
688001.SH,688001,20220812,101516320,1124338,,,S,371000,281,1960161,1902449
688001.SH,688001,20220812,101517470,1125515,,,S,371000,225,1960944,1902449
688001.SH,688001,20220812,101520600,1126600,,,S,371000,713,1962580,1902449
688001.SH,688001,20220812,101520600,1126601,,,S,371000,250,1962580,1907663
688001.SH,688001,20220812,101520800,1126612,,,S,371000,200,1962625,1907663
688001.SH,688001,20220812,101521600,1126974,,,S,371000,50,1963041,1907663
688001.SH,688001,20220812,101545060,1131719,,,B,371000,150,1963041,1971092
688001.SH,688001,20220812,101545060,1131720,,,B,371000,200,1963054,1971092
688001.SH,688001,20220812,101550200,1132546,,,S,371000,650,1972729,1971092
688001.SH,688001,20220812,101609300,1136888,,,B,371000,294,1972729,1979699
688001.SH,688001,20220812,101617620,1138850,,,B,371000,1000,1972729,1982883
688001.SH,688001,20220812,101623760,1140052,,,B,371000,200,1972729,1984971
688001.SH,688001,20220812,101624800,1140291,,,B,371000,334,1972729,1985374
688001.SH,688001,20220812,101626890,1140786,,,S,370800,200,1986118,1981880
688001.SH,688001,20220812,101629070,1141333,,,B,371000,300,1972729,1986955
688001.SH,688001,20220812,101648150,1144973,,,B,371000,500,1972729,1992995
688001.SH,688001,20220812,101648510,1145018,,,S,370800,71,1993107,1981880
688001.SH,688001,20220812,101651160,1145423,,,B,370800,302,1993107,1993826
688001.SH,688001,20220812,101651160,1145424,,,B,371000,935,1972729,1993826
688001.SH,688001,20220812,101726290,1152418,,,B,371000,294,1972729,2005767
688001.SH,688001,20220812,101726650,1152454,,,B,371000,1980,1972729,2005852
688001.SH,688001,20220812,101730240,1153023,,,S,370800,349,2006864,2004622
688001.SH,688001,20220812,101731370,1153288,,,B,370800,700,2006864,2007253
688001.SH,688001,20220812,101731580,1153324,,,B,370800,200,2006864,2007315
688001.SH,688001,20220812,101731980,1153367,,,B,370800,200,2006864,2007424
688001.SH,688001,20220812,101747120,1156095,,,B,370800,1500,2006864,2012001
688001.SH,688001,20220812,101749830,1156505,,,S,370700,30,2012689,1521276
688001.SH,688001,20220812,101749830,1156506,,,S,370700,300,2012689,1880323
688001.SH,688001,20220812,101749830,1156507,,,S,370700,283,2012689,1981839
688001.SH,688001,20220812,101809490,1160037,,,S,370700,340,2018956,1981839
688001.SH,688001,20220812,101810120,1160145,,,B,370800,424,2006864,2019130
688001.SH,688001,20220812,101817190,1161243,,,S,370700,338,2021146,1981839
688001.SH,688001,20220812,101828630,1163183,,,S,370700,1139,2024486,1981839
688001.SH,688001,20220812,101828630,1163184,,,S,370700,400,2024486,1997038
688001.SH,688001,20220812,101828630,1163185,,,S,370600,100,2024486,1517021
688001.SH,688001,20220812,101828630,1163186,,,S,370600,4213,2024486,1519765
688001.SH,688001,20220812,101828630,1163187,,,S,370600,898,2024486,1521079
688001.SH,688001,20220812,101828680,1163231,,,S,370600,102,2024506,1521079
688001.SH,688001,20220812,101828750,1163253,,,S,370500,200,2024523,1946341
688001.SH,688001,20220812,101841320,1166027,,,B,370700,200,2024768,2028944
688001.SH,688001,20220812,101846980,1166981,,,S,370700,91,2030533,2028944
688001.SH,688001,20220812,101852180,1167735,,,S,370500,2431,2031964,2002988
688001.SH,688001,20220812,101852180,1167736,,,S,370400,300,2031964,1502940
688001.SH,688001,20220812,101852180,1167737,,,S,370400,1000,2031964,1870516
688001.SH,688001,20220812,101852180,1167738,,,S,370400,800,2031964,2029788
688001.SH,688001,20220812,101852180,1167739,,,S,370300,200,2031964,1363980
688001.SH,688001,20220812,101852180,1167740,,,S,370300,1000,2031964,1496384
688001.SH,688001,20220812,101852180,1167741,,,S,370300,1019,2031964,1980855
688001.SH,688001,20220812,101852180,1167742,,,S,370100,391,2031964,1941973
688001.SH,688001,20220812,101852180,1167743,,,S,370000,1000,2031964,1059980
688001.SH,688001,20220812,101852180,1167744,,,S,370000,200,2031964,1347002
688001.SH,688001,20220812,101852180,1167745,,,S,370000,500,2031964,1512823
688001.SH,688001,20220812,101852180,1167746,,,S,370000,500,2031964,1890953
688001.SH,688001,20220812,101855790,1168237,,,B,370000,600,2031964,2033009
688001.SH,688001,20220812,101859540,1169377,,,B,370000,200,2031964,2034179
688001.SH,688001,20220812,101859620,1169381,,,B,370000,600,2031964,2034195
688001.SH,688001,20220812,101859720,1169386,,,B,370000,700,2031964,2034209
688001.SH,688001,20220812,101859770,1169390,,,B,370000,200,2031964,2034223
688001.SH,688001,20220812,101859770,1169391,,,B,370000,200,2031964,2034227
688001.SH,688001,20220812,101859790,1169393,,,B,370000,200,2031964,2034241
688001.SH,688001,20220812,101859790,1169394,,,B,370000,200,2031964,2034242
688001.SH,688001,20220812,101859820,1169395,,,B,370000,200,2031964,2034246
688001.SH,688001,20220812,101900010,1169440,,,B,370000,200,2031964,2034320
688001.SH,688001,20220812,101900030,1169449,,,B,370000,200,2031964,2034327
688001.SH,688001,20220812,101900030,1169460,,,B,370000,400,2031964,2034336
688001.SH,688001,20220812,101900030,1169461,,,B,370000,200,2031964,2034338
688001.SH,688001,20220812,101900040,1169466,,,B,370000,200,2031964,2034347
688001.SH,688001,20220812,101900040,1169467,,,B,370000,200,2031964,2034348
688001.SH,688001,20220812,101900040,1169470,,,B,370000,200,2031964,2034351
688001.SH,688001,20220812,101900060,1169475,,,B,370000,200,2031964,2034354
688001.SH,688001,20220812,101900070,1169485,,,B,370000,200,2031964,2034368
688001.SH,688001,20220812,101900080,1169493,,,B,370000,200,2031964,2034388
688001.SH,688001,20220812,101902600,1169943,,,B,370000,400,2031964,2035149
688001.SH,688001,20220812,101902810,1169953,,,B,370000,200,2031964,2035192
688001.SH,688001,20220812,101902810,1169954,,,B,370000,200,2031964,2035193
